"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","gram_type","number_of_texts"
"cuilla","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"hayes","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"stacy","27","0.016167664670658683","1.399478564653318E-4","7.105256489290612E-4","single","23"
"wilkins","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"projecting","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"exhaustive","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"machine","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"darveaux","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"comparison","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"statement","71","0.04251497005988024","3.6801102996439106E-4","0.0015753605541478843","single","51"
"staci","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"joergansen","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dust","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stack","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"redfish","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cotton","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"laguna","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"nwps","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"projection","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"loudspeaker","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"nwpl","7","0.004191616766467066","3.628277760212306E-5","2.3957991489408182E-4","single","5"
"stage","12","0.00718562874251497","6.219904731792525E-5","3.8147464755765954E-4","single","8"
"miscounted","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"kawamoto","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"serch","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"staff","91","0.05449101796407185","4.716761088275998E-4","0.0018975122595094695","single","66"
"boigon","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"duty","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dubai","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"humphrey","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"deciding","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mounting","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mixed","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"accessible","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"summaries","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"heidi","6","0.003592814371257485","3.109952365896262E-5","2.2124064633827057E-4","single","3"
"application","82","0.04910179640718563","4.2502682333915587E-4","0.0018919509206408978","single","43"
"standard","53","0.03173652694610778","2.7471245898750315E-4","0.0012293104475604557","single","42"
"dissing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"morris","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"swaps","87","0.052095808383233536","4.5094309305495804E-4","0.0021849421986199448","single","29"
"print","43","0.025748502994011976","2.228799195558988E-4","9.973650800962188E-4","single","42"
"staem","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sempra","12","0.00718562874251497","6.219904731792525E-5","3.8147464755765954E-4","single","8"
"renting","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"garland","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"yoder","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"consttruction","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"handle","38","0.022754491017964073","1.9696364984009661E-4","9.117544768882092E-4","single","36"
"friesen","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"slipped","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"determines","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"parental","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"mobbed","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stella","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"retrospect","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"ruscitti","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"meredith","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"associate","15","0.008982035928143712","7.774880914740656E-5","4.872252162074259E-4","single","7"
"pride","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"exposures","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"bagley","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"defaults","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"danger","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"resell","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"chante","7","0.004191616766467066","3.628277760212306E-5","2.273717675634654E-4","single","7"
"unsupervised","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"petroanalysis","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"resistance","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"cherie","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"salomon","6","0.003592814371257485","3.109952365896262E-5","2.0535421276635582E-4","single","5"
"poitential","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"yesssssssssssssssssssssssss","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"serve","32","0.019161676646706587","1.65864126181134E-4","8.217691457831908E-4","single","26"
"fyr","9","0.005389221556886228","4.6649285488443934E-5","2.8061149121221446E-4","single","9"
"defined","15","0.008982035928143712","7.774880914740656E-5","4.5949416406347143E-4","single","10"
"evan","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"neighborhood","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"muriel","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"resend","12","0.00718562874251497","6.219904731792525E-5","3.562551041126722E-4","single","12"
"available","222","0.13293413173652693","0.0011506823753816172","0.0035136237060387743","single","174"
"perrino","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"declare","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"involuntary","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"pentagon","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pittier","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"price","364","0.2179640718562874","0.0018867044353103992","0.00583854759646051","single","167"
"defines","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"signatories","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"webster","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"havidos","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"incumbents","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"hallenbeck","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"servi","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"poston","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dillingham","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"referring","10","0.005988023952095809","5.183253943160437E-5","3.0632944270898095E-4","single","10"
"grafts","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"unbalance","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"tabular","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"defer","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"mccombs","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"clayton","5","0.0029940119760479044","2.5916269715802187E-5","1.8436720528189216E-4","single","3"
"sappy","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"canceling","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"caught","11","0.006586826347305389","5.701579337476481E-5","3.369623869798791E-4","single","10"
"notice","98","0.058682634730538925","5.079588864297229E-4","0.0019209743311803902","single","84"
"bothell","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"resent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"anglo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"curtails","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"unfilled","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"prairies","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stadiums","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"catequil","13","0.007784431137724551","6.738230126108568E-5","4.599700536595602E-4","single","4"
"biliana","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"angle","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"familiar","17","0.010179640718562874","8.811531703372743E-5","4.793455338072772E-4","single","16"
"x-large","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"cemex","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"jinbaek","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"hendricks","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"edwards","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"competitor","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"westcoast","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"mcelreath","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"automobiles","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"novak","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"faces","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"independence_day","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"brett","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"interviews","10","0.005988023952095809","5.183253943160437E-5","3.248168108049506E-4","single","7"
"demonstrating","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"pulitzer","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"takes","39","0.023353293413173652","2.0214690378325705E-4","9.659753927932604E-4","single","31"
"faced","7","0.004191616766467066","3.628277760212306E-5","2.3296478239685393E-4","single","6"
"fsp","10","0.005988023952095809","5.183253943160437E-5","3.897506967679405E-4","single","2"
"varying","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"taker","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"duke","34","0.02035928143712575","1.7623063406745486E-4","8.872356945204234E-4","single","24"
"taken","60","0.03592814371257485","3.1099523658962625E-4","0.0013193277790322937","single","53"
"griffith","15","0.008982035928143712","7.774880914740656E-5","4.3909565493828885E-4","single","13"
"exclamation","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"chevron","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"overnight","11","0.006586826347305389","5.701579337476481E-5","3.31528201461644E-4","single","11"
"reports","85","0.05089820359281437","4.4057658516863716E-4","0.0017999465664626337","single","62"
"charges","50","0.029940119760479042","2.5916269715802186E-4","0.0012069777837299552","single","35"
